lat,lon,alt,is_broken,is_active,dot,state,city,street,country,last_checked
-84.023464,35.931447,0,True,True,broken,TN,Knoxville,7030 Kingston Pike,USA,Checked 19 minutes ago
-79.982275,32.859154,0,True,True,broken,SC,North Charleston,3710 Rivers Ave,USA,Checked 19 minutes ago
-86.042393,39.82942,0,True,True,broken,IN,Indianapolis,7190 Pendleton Pike,USA,Checked 19 minutes ago
-84.068175,35.861059,0,True,True,broken,TN,Knoxville,9526 S Northshore Dr Sw,USA,Checked 20 minutes ago
-86.018662,39.483813,0,True,True,broken,IN,Franklin,2080 E King St,USA,Checked 20 minutes ago
-80.081358,32.82164,0,True,True,broken,SC,Charleston,3951 W Ashley Cir,USA,Checked 20 minutes ago
-86.081573,39.700797,0,True,True,broken,IN,Indianapolis,4541 S Emerson,USA,Checked 20 minutes ago
-86.120581,39.824912,0,True,True,broken,IN,Indianapolis,2425 E 38th St,USA,Checked 20 minutes ago
-85.968951,43.466697,0,True,True,broken,MI,Fremont,1348 W Main St,USA,Checked 20 minutes ago
-86.318558,41.672606,0,True,True,broken,IN,South Bend,5021 Western Avenue,USA,Checked 21 minutes ago
-85.63765,38.186317,0,True,True,broken,KY,Louisville,4306 Bardstown Rd,USA,Checked 21 minutes ago
-85.712075,38.322936,0,True,True,broken,IN,Jeffersonville,3000 E 10th St,USA,Checked 21 minutes ago
-86.241017,39.856491,0,True,True,broken,IN,Indianapolis,4802 W 57th St,USA,Checked 21 minutes ago
-86.236856,39.823341,0,True,True,broken,IN,Indianapolis,4545 W 38th St,USA,Checked 21 minutes ago
-85.769586,38.309233,0,True,True,broken,IN,Clarksville,1420 Eastern Blvd,USA,Checked 21 minutes ago
-85.708375,38.157593,0,True,True,broken,KY,Louisville,3005 Fern Valley Rd,USA,Checked 21 minutes ago
-85.754754,38.21499,0,True,True,broken,KY,Louisville,301 E Warnock St,USA,Checked 21 minutes ago
-86.203155,43.295894,0,True,True,broken,MI,Muskegon,2237 Holton Road,USA,Checked 21 minutes ago
-85.7772,38.144809,0,True,True,broken,KY,Louisville,7426 S 3rd Street Road,USA,Checked 21 minutes ago
-86.51362,42.033188,0,True,True,broken,MI,Stevensville,4661 Red Arrow Hwy,USA,Checked 21 minutes ago
-80.713255,32.88025,0,True,True,broken,SC,Walterboro,1404 Sniders Hwy,USA,Checked 21 minutes ago
-82.929955,34.352402,0,True,True,broken,GA,Hartwell,19 West Franklin,USA,Checked 22 minutes ago
-86.410339,39.69969,0,True,True,broken,IN,Plainfield,609 W Main St,USA,Checked 22 minutes ago
-86.101028,38.599218,0,True,True,broken,IN,Salem,601 S Main St,USA,Checked 21 minutes ago
-85.495644,37.273235,0,True,True,broken,KY,Greensburg,885 Campbellsville Rd,USA,Checked 21 minutes ago
-86.731986,41.615632,0,True,True,broken,IN,La Porte,164 Pine Lake Rd,USA,Checked 21 minutes ago
-82.038583,33.511032,0,True,True,broken,GA,Augusta,2902 Washington Road,USA,Checked 22 minutes ago
-85.867769,37.701751,0,True,True,broken,KY,Elizabethtown,517 West Dixie Highway,USA,Checked 22 minutes ago
-85.864878,37.595544,0,True,True,broken,KY,Glendale,58 White Mills Glendale Road East,USA,Checked 22 minutes ago
-82.004598,33.395106,0,True,True,broken,GA,Augusta,3444 Mike Padgett Highway,USA,Checked 22 minutes ago
-86.413641,43.955578,0,True,True,broken,MI,Ludington,5389 W Us Hwy 10,USA,Checked 22 minutes ago
-86.826376,40.418197,0,True,True,broken,IN,Lafayette,4200 South Street,USA,Checked 22 minutes ago
-86.904798,40.422605,0,True,True,broken,IN,West Lafayette,124 E State St,USA,Checked 22 minutes ago
-86.913147,40.431055,0,True,True,broken,IN,West Lafayette,605 Stadium Ave,USA,Checked 22 minutes ago
-82.716124,33.726601,0,True,True,broken,GA,Washington,1018 E Robert Toombs Ave,USA,Checked 22 minutes ago
-85.333717,36.379146,0,True,True,broken,TN,Livingston,820 W Main St,USA,Checked 22 minutes ago
-80.647518,32.41299,0,True,True,broken,SC,Beaufort,177 Sea Island Pky,USA,Checked 22 minutes ago
-80.705551,32.44022,0,True,True,broken,SC,Beaufort,2424 Boundry St,USA,Checked 22 minutes ago
-82.022782,33.101067,0,True,True,broken,GA,Waynesboro,1400 Liberty St,USA,Checked 22 minutes ago
-87.178381,41.576412,0,True,True,broken,IN,Portage,6120 Central Avenue,USA,Checked 22 minutes ago
-83.339071,33.993707,0,True,True,broken,GA,Athens,475 Us Hwy 29 N,USA,Checked 22 minutes ago
-81.642612,32.748504,0,True,True,broken,GA,Sylvania,410 W Ogeechee,USA,Checked 22 minutes ago
-83.841533,34.331681,0,True,True,broken,GA,Gainesville,2501 Thompson Bridge Rd,USA,Checked 23 minutes ago
-80.915597,32.272501,0,True,True,broken,SC,Bluffton,14 Discovery Drive,USA,Checked 23 minutes ago
-87.439088,40.768612,0,True,True,broken,IN,Kentland,104 N 7th Street,USA,Checked 24 minutes ago
-87.480488,41.627731,0,True,True,broken,IN,East Chicago,4745 Indianapolis Blvd,USA,Checked 24 minutes ago
-87.501346,41.680817,0,True,True,broken,IN,Whiting,1822 Indianapolis Blvd,USA,Checked 24 minutes ago
-87.524928,41.702458,0,True,True,broken,IL,Chicago,4047 East 106th Street,USA,Checked 24 minutes ago
-87.588902,41.736593,0,True,True,broken,IL,Chicago,1443 E 87th St,USA,Checked 23 minutes ago
-84.952911,35.152772,0,True,True,broken,TN,Cleveland,281 Pleasant Grove Road Sw,USA,Checked 24 minutes ago
-83.952442,34.142629,0,True,True,broken,GA,Buford,4810 Golden Ave,USA,Checked 24 minutes ago
-87.626041,41.883662,0,True,True,broken,IL,Chicago,119 North Wabash,USA,Checked 23 minutes ago
-87.626349,41.879632,0,True,True,broken,IL,Chicago,144 S. Wabash,USA,Checked 24 minutes ago
-87.633621,41.879502,0,True,True,broken,IL,Chicago,180 W Adams,USA,Checked 24 minutes ago
-87.655229,41.965783,0,True,True,broken,IL,Chicago,1004 W Wilson,USA,Checked 25 minutes ago
-87.689674,41.969949,0,True,True,broken,IL,Chicago,4844 N Lincoln Ave,USA,Checked 24 minutes ago
-87.704795,41.843972,0,True,True,broken,IL,Chicago,2609 S Kedzie Ave,USA,Checked 25 minutes ago
-85.062009,35.084597,0,True,True,broken,TN,Ooltewah,9211 Lee Hwy,USA,Checked 25 minutes ago
-87.636623,40.11941,0,True,True,broken,IL,Danville,109 South Gilbert Street,USA,Checked 26 minutes ago
-87.761406,41.851363,0,True,True,broken,IL,Cicero,5500 W Cermak Rd,USA,Checked 26 minutes ago
-83.985264,33.986721,0,True,True,broken,GA,Lawrenceville,423 Swanson Dr,USA,Checked 26 minutes ago
-85.812195,35.956337,0,True,True,broken,TN,Smithville,507 S Congress Blvd,USA,Checked 25 minutes ago
-81.16619,32.048655,0,True,True,broken,GA,Savannah,4306 Ogeechee Road,USA,Checked 26 minutes ago
-87.636557,39.979346,0,True,True,broken,IL,Georgetown,502 N Main St,USA,Checked 25 minutes ago
-84.15319,34.112771,0,True,True,broken,GA,Cumming,3075 Old Atlanta Road,USA,Checked 26 minutes ago
-81.100441,32.006927,0,True,True,broken,GA,Savannah,6740 Waters Avenue,USA,Checked 26 minutes ago
-87.783945,42.040593,0,True,True,broken,IL,Morton Grove,6309 West Dempster Street,USA,Checked 26 minutes ago
-83.987518,33.948624,0,True,True,broken,GA,Lawrenceville,149 S Clayton,USA,Checked 25 minutes ago
-81.121158,32.002431,0,True,True,broken,GA,Savannah,7979 White Bluff Road,USA,Checked 26 minutes ago
-83.890793,33.834634,0,True,True,broken,GA,Loganville,4638 Atlanta Hwy,USA,Checked 26 minutes ago
-87.850281,41.160351,0,True,True,broken,IL,Bradley,1180 N Kinzie,USA,Checked 26 minutes ago
-85.19346,35.084749,0,True,True,broken,TN,Chattanooga,4608 Hwy 58,USA,Checked 26 minutes ago
-85.155316,35.031686,0,True,True,broken,TN,Chattanooga,2017 Gunbarrel Rd,USA,Checked 26 minutes ago
-87.830399,42.364108,0,True,True,broken,IL,Waukegan,304 North Sheridan Road,USA,Checked 26 minutes ago
-84.013928,33.875414,0,True,True,broken,GA,Snellville,1915 Scenic Hwy N,USA,Checked 27 minutes ago
-87.886402,41.159601,0,True,True,broken,IL,Bourbonnais,575 Main St Nw,USA,Checked 26 minutes ago
-87.890465,41.974478,0,True,True,broken,IL,Chicago,"O'Hare Airport, Terminal 5 Arrivals",USA,Checked 26 minutes ago
-87.898408,41.977112,0,True,True,broken,IL,Chicago,Term 3 Conc L,USA,Checked 27 minutes ago
-84.275934,34.091993,0,True,True,broken,GA,Alpharetta,5210 Windward Parkway,USA,Checked 27 minutes ago
-87.910952,41.889077,0,True,True,broken,IL,Berkeley,5707 St Charles Rd,USA,Checked 27 minutes ago
-82.323886,32.585432,0,True,True,broken,GA,Swainsboro,506 S Main St,USA,Checked 27 minutes ago
-87.853472,42.702012,0,True,True,broken,WI,Racine,2610 S Green Bay Rd,USA,Checked 27 minutes ago
-87.082532,37.779596,0,True,True,broken,KY,Owensboro,2306 E 4th Street,USA,Checked 27 minutes ago
-85.286977,35.046745,0,True,True,broken,TN,Chattanooga,1117 E 3rd St,USA,Checked 27 minutes ago
-87.692739,39.418492,0,True,True,broken,IL,Marshall,Rr  3 Box 117  I-70   S.R.1,USA,Checked 27 minutes ago
-87.861549,42.932281,0,True,True,broken,WI,Cudahy,6163 S Packard Ave,USA,Checked 27 minutes ago
-88.001939,42.056067,0,True,True,broken,IL,Rolling Meadows,1775 Algonquin Rd,USA,Checked 27 minutes ago
-84.342995,34.035378,0,True,True,broken,GA,Roswell,591 Holcomb Bridge Rd,USA,Checked 27 minutes ago
-84.980294,34.655762,0,True,True,broken,GA,Dalton,142 Carbondale Rd Sw,USA,Checked 27 minutes ago
-87.889795,43.060327,0,True,True,broken,WI,Milwaukee,1614 E North Ave,USA,Checked 27 minutes ago
-84.187752,33.868179,0,True,True,broken,GA,Norcross,4135 Jimmy Carter Blvd,USA,Checked 28 minutes ago
-83.921118,33.614456,0,True,True,broken,GA,Covington,2080 A Crowell Road,USA,Checked 28 minutes ago
-87.948628,42.938071,0,True,True,broken,WI,Milwaukee,5890 S 27th St,USA,Checked 28 minutes ago
-87.923336,43.222361,0,True,True,broken,WI,Mequon,11250 N Port Washington Rd,USA,Checked 28 minutes ago
-84.031395,33.664124,0,True,True,broken,GA,Conyers,1320 Klondike Rd,USA,Checked 28 minutes ago
-88.102416,41.894067,0,True,True,broken,IL,Carol Stream,355 S Schmale Rd,USA,Checked 28 minutes ago
-86.45516,36.385619,0,True,True,broken,TN,Gallatin,402 W Main St,USA,Checked 28 minutes ago
-84.302147,33.897263,0,True,True,broken,GA,Chamblee,5493 Peachtree Industr,USA,Checked 28 minutes ago
-84.257767,33.843369,0,True,True,broken,GA,Tucker,3893 Lavista Rd,USA,Checked 29 minutes ago
-84.115608,33.702026,0,True,True,broken,GA,Lithonia,2826 Evans Mill Rd,USA,Checked 29 minutes ago
-88.14205,41.858135,0,True,True,broken,IL,Wheaton,2175 W Roosevelt Rd,USA,Checked 28 minutes ago
-88.004807,43.147551,0,True,True,broken,WI,Milwaukee,76th And Good Hope Rd,USA,Checked 29 minutes ago
-88.046179,43.01387,0,True,True,broken,WI,West Allis,1550 S 108th,USA,Checked 29 minutes ago
-84.332562,33.83021,0,True,True,broken,GA,Atlanta,2210 N Druid Hills Road,USA,Checked 29 minutes ago
-84.338185,33.832473,0,True,True,broken,GA,Atlanta,2071 N Druid Hills Road Ne,USA,Checked 29 minutes ago
-88.06597,43.060392,0,True,True,broken,WI,Wauwatosa,12324 W North Ave,USA,Checked 29 minutes ago
-84.351816,33.819928,0,True,True,broken,GA,Atlanta,2350 Cheshire Bridge Road Ne,USA,Checked 30 minutes ago
-87.592073,38.354779,0,True,True,broken,IN,Princeton,2001 W Broadway,USA,Checked 30 minutes ago
-84.558487,33.982471,0,True,True,broken,GA,Marietta,1291 Bells Ferry Rd,USA,Checked 30 minutes ago
-88.245141,42.436493,0,True,True,broken,IL,Spring Grove,2451 Route 12,USA,Checked 30 minutes ago
-88.273719,42.325822,0,True,True,broken,IL,Mchenry,302 South Route 31,USA,Checked 30 minutes ago
-88.191191,40.097377,0,True,True,broken,IL,Urbana,1705 S Philo Road,USA,Checked 30 minutes ago
-87.543957,37.963396,0,True,True,broken,IN,Evansville,1148 Washington Ave,USA,Checked 30 minutes ago
-88.341254,41.868296,0,True,True,broken,IL,Geneva,1812 S Randall Rd,USA,Checked 31 minutes ago
-83.548891,33.004285,0,True,True,broken,GA,Gray,286 W Clinton St,USA,Checked 31 minutes ago
-84.467307,33.750939,0,True,True,broken,GA,Atlanta,2442 Martin Luther King Dr,USA,Checked 31 minutes ago
-86.657509,36.257828,0,True,True,broken,TN,Old Hickory,1252 Robinson Rd,USA,Checked 31 minutes ago
-84.348572,33.613571,0,True,True,broken,GA,Lake City,5192 Jonesboro Rd,USA,Checked 31 minutes ago
-88.28512,43.0228,0,True,True,broken,WI,Waukesha,801 Meadowbrook Rd,USA,Checked 31 minutes ago
-84.236292,33.50376,0,True,True,broken,GA,Stockbridge,1473 Hudson Bridge Rd,USA,Checked 32 minutes ago
-88.412294,41.112488,0,True,True,broken,IL,Dwight,Rt 1 Box 122 Northbrook Drive,USA,Checked 32 minutes ago
-84.382806,33.620643,0,True,True,broken,GA,Forest Park,4926 Old Dixie Hwy,USA,Checked 31 minutes ago
-88.447666,41.617857,0,True,True,broken,IL,Yorkville,2007 S Bridge St,USA,Checked 32 minutes ago
-82.934633,32.489855,0,True,True,broken,GA,Dublin,2193 S Hwy 441,USA,Checked 31 minutes ago
-86.629187,36.060934,0,True,True,broken,TN,Antioch,3035 Hamilton Church Rd,USA,Checked 31 minutes ago
-84.494354,33.654648,0,True,True,broken,GA,East Point,3201 Camp Creek Pky,USA,Checked 32 minutes ago
-84.36512,33.539272,0,True,True,broken,GA,Jonesboro,7894 Tara Blvd,USA,Checked 32 minutes ago
-85.228645,34.27103,0,True,True,broken,GA,Rome,2215 Shorter Ave,USA,Checked 32 minutes ago
-86.221118,35.373313,0,True,True,broken,TN,Tullahoma,1018 N Jackson St,USA,Checked 32 minutes ago
-87.497624,37.348276,0,True,True,broken,KY,Madisonville,1400 N Main St,USA,Checked 32 minutes ago
-84.731331,33.750694,0,True,True,broken,GA,Douglasville,6072 Fairburn Rd,USA,Checked 32 minutes ago
-84.538147,33.568592,0,True,True,broken,GA,Union City,4605 Jonesboro Rd,USA,Checked 32 minutes ago
-86.817641,36.101306,0,True,True,broken,TN,Nashville,4114 Hillsboro Rd,USA,Checked 32 minutes ago
-84.762733,33.724514,0,True,True,broken,GA,Douglasville,9502 Hwy 5,USA,Checked 32 minutes ago
-84.576207,33.543038,0,True,True,broken,GA,Fairburn,7820 Senoia Rd,USA,Checked 32 minutes ago
-88.643025,40.873148,0,True,True,broken,IL,Pontiac,Ushy 66 & Rt 116,USA,Checked 32 minutes ago
-84.291908,33.275249,0,True,True,broken,GA,Griffin,1605 N Expy,USA,Checked 32 minutes ago
-86.442265,35.48746,0,True,True,broken,TN,Shelbyville,763 Madison St,USA,Checked 32 minutes ago
-87.062253,36.273104,0,True,True,broken,TN,Ashland City,255 S Main St,USA,Checked 32 minutes ago
-88.749592,42.834554,0,True,True,broken,WI,Whitewater,1069 W Main St,USA,Checked 32 minutes ago
-87.300482,36.514892,0,True,True,broken,TN,Clarksville,1921 Madison Ext,USA,Checked 32 minutes ago
-84.543361,33.293462,0,True,True,broken,GA,Senoia,2907 Hwy 85,USA,Checked 32 minutes ago
-85.029324,33.720803,0,True,True,broken,GA,Temple,593 Carrollton Street,USA,Checked 32 minutes ago
-88.531139,39.149167,0,True,True,broken,IL,Effingham,Ushy 45 & Rickelman,USA,Checked 32 minutes ago
-88.490314,38.679365,0,True,True,broken,IL,Flora,Us Hwy 50,USA,Checked 32 minutes ago
-86.897777,35.643677,0,True,True,broken,TN,Columbia,1563 Bear Creek Pike,USA,Checked 32 minutes ago
-88.953475,40.471963,0,True,True,broken,IL,Bloomington,2507 E Oakland Ave,USA,Checked 32 minutes ago
-85.093285,33.572155,0,True,True,broken,GA,Carrollton,1303 S Maple,USA,Checked 33 minutes ago
-86.565785,35.130135,0,True,True,broken,TN,Fayetteville,1410 Huntsville Hwy,USA,Checked 33 minutes ago
-81.568137,31.133803,0,True,True,broken,GA,Brunswick,260 Frontage Rd,USA,Checked 32 minutes ago
-88.975858,40.147538,0,True,True,broken,IL,Clinton,Highway 54 West,USA,Checked 32 minutes ago
-87.338021,36.022556,0,True,True,broken,TN,Dickson,1005 Christi Rd,USA,Checked 33 minutes ago
-89.211934,41.328401,0,True,True,broken,IL,Spring Valley,800 W Dakota St,USA,Checked 33 minutes ago
-88.088867,37.086754,0,True,True,broken,KY,Eddyville,82 Us Hwy 62 W,USA,Checked 33 minutes ago
-84.618394,32.853581,0,True,True,broken,GA,Manchester,319 W Main St,USA,Checked 33 minutes ago
-82.383011,31.20957,0,True,True,broken,GA,Waycross,1738 S Georgia Pkwy W,USA,Checked 34 minutes ago
-83.252723,31.702458,0,True,True,broken,GA,Fitzgerald,143 Ocilla Hwy,USA,Checked 34 minutes ago
-86.09301,33.997605,0,True,True,broken,AL,Gadsden,101 Enterprise Drive,USA,Checked 34 minutes ago
-89.493892,40.907169,0,True,True,broken,IL,Chillicothe,402 W Cloverdale,USA,Checked 34 minutes ago
-89.487308,43.103935,0,True,True,broken,WI,Middleton,2626 Allen Blvd,USA,Checked 34 minutes ago
-89.535067,40.676442,0,True,True,broken,IL,East Peoria,2601 E Washington,USA,Checked 34 minutes ago
-85.359167,33.15227,0,True,True,broken,AL,Roanoke,111 Rock Mills Rd,USA,Checked 34 minutes ago
-89.470661,43.567802,0,True,True,broken,WI,Portage,2860 New Pinery Rd,USA,Checked 34 minutes ago
-82.005906,30.828994,0,True,True,broken,GA,Folkston,300 S 2nd St,USA,Checked 34 minutes ago
-89.12487,38.526405,0,True,True,broken,IL,Centralia,810 E Broadway,USA,Checked 34 minutes ago
-89.673883,40.645533,0,True,True,broken,IL,Bartonville,1205 W Garfield,USA,Checked 34 minutes ago
-81.635695,30.480178,0,True,True,broken,FL,Jacksonville,14030 Hubble Rd,USA,Checked 35 minutes ago
-84.888777,32.521555,0,True,True,broken,GA,Columbus,5628 Milgen Road,USA,Checked 34 minutes ago
-88.655299,37.045892,0,True,True,broken,KY,Paducah,2224 Lone Oak Rd,USA,Checked 35 minutes ago
-89.640254,39.714479,0,True,True,broken,IL,Springfield,Toronto Road,USA,Checked 34 minutes ago
-89.661056,39.802728,0,True,True,broken,IL,Springfield,522 W Jefferson St,USA,Checked 35 minutes ago
-86.470674,33.949926,0,True,True,broken,AL,Oneonta,718 2nd Ave E,USA,Checked 35 minutes ago
-83.503583,31.472399,0,True,True,broken,GA,Tifton,1816 Tift Ave N,USA,Checked 34 minutes ago
-89.779485,43.574759,0,True,True,broken,WI,Baraboo,1200 Wisconsin Dells Pkwy S,USA,Checked 35 minutes ago
-81.441101,30.287346,0,True,True,broken,FL,Jacksonville,14200 Beach Blvd,USA,Checked 35 minutes ago
-81.54376,30.322699,0,True,True,broken,FL,Jacksonville,9841 Atlantic Blvd,USA,Checked 36 minutes ago
-88.63135,36.728785,0,True,True,broken,KY,Mayfield,1006 Cuba Road,USA,Checked 36 minutes ago
-81.723272,30.370077,0,True,True,broken,FL,Jacksonville,5911 Us Highway 1 North,USA,Checked 36 minutes ago
-81.528673,30.26075,0,True,True,broken,FL,Jacksonville,4587 Town Center Parkway,USA,Checked 36 minutes ago
-86.776431,34.071633,0,True,True,broken,AL,Hanceville,740 Main St,USA,Checked 36 minutes ago
-89.52646,38.620013,0,True,True,broken,IL,Breese,681 N 12th Street,USA,Checked 36 minutes ago
-83.077209,31.041209,0,True,True,broken,GA,Lakeland,2 W Thigpen Avenue,USA,Checked 35 minutes ago
-81.731299,30.321196,0,True,True,broken,FL,Jacksonville,454 Cassat Ave,USA,Checked 36 minutes ago
-81.553616,30.17941,0,True,True,broken,FL,Jacksonville,10420 S Phillips Hwy,USA,Checked 36 minutes ago
-81.624223,30.192716,0,True,True,broken,FL,Jacksonville,10135 San Jose Blvd,USA,Checked 36 minutes ago
-81.545481,30.142374,0,True,True,broken,FL,Jacksonville,14151 St Augustine Rd,USA,Checked 36 minutes ago
-84.10811,31.570493,0,True,True,broken,GA,Albany,1683 E Oglethorpe,USA,Checked 36 minutes ago
-86.647334,33.595974,0,True,True,broken,AL,Birmingham,1960 Edwards Lake Rd,USA,Checked 37 minutes ago
-90.143692,43.884834,0,True,True,broken,WI,New Lisbon,1701 East Bridge Street,USA,Checked 37 minutes ago
-87.635839,34.697123,0,True,True,broken,AL,Tuscumbia,2048 Hwy 20,USA,Checked 37 minutes ago
-89.808372,38.596908,0,True,True,broken,IL,Lebanon,713 S Madison,USA,Checked 37 minutes ago
-83.782307,31.1785,0,True,True,broken,GA,Moultrie,506 First Avenue Se,USA,Checked 37 minutes ago
-83.281726,30.858098,0,True,True,broken,GA,Valdosta,2102 North Ashley St,USA,Checked 37 minutes ago
-89.950714,38.793083,0,True,True,broken,IL,Edwardsville,1704 Troy Rd,USA,Checked 37 minutes ago
-83.319945,30.840176,0,True,True,broken,GA,Valdosta,1177 N Saint Augustine Rd,USA,Checked 37 minutes ago
-89.955191,38.592985,0,True,True,broken,IL,O'Fallon,1610 W Hwy 50,USA,Checked 37 minutes ago
-89.982147,38.502964,0,True,True,broken,IL,Belleville,125 S Belt East,USA,Checked 38 minutes ago
-87.066033,33.758805,0,True,True,broken,AL,Dora,2445 Hwy 78,USA,Checked 38 minutes ago
-86.84734,33.500148,0,True,True,broken,AL,Birmingham,732 Lomb Ave,USA,Checked 38 minutes ago
-86.805837,33.407291,0,True,True,broken,AL,Hoover,1547 Montgomery Hwy,USA,Checked 38 minutes ago
-89.642748,37.369278,0,True,True,broken,MO,Jackson,2220 Hwy 61 E,USA,Checked 38 minutes ago
-82.805511,30.317937,0,True,True,broken,FL,White Springs,2964 County Rd 136,USA,Checked 38 minutes ago
-86.985855,33.45095,0,True,True,broken,AL,Hueytown,3069 Allison Bonnett Memorial Dr,USA,Checked 38 minutes ago
-90.296881,38.810829,0,True,True,broken,MO,Florissant,3165 N Hwy 67,USA,Checked 39 minutes ago
-90.243767,38.639053,0,True,True,broken,MO,St. Louis,4006 Lindell Blvd,USA,Checked 40 minutes ago
-90.290743,38.700575,0,True,True,broken,MO,St. Louis,7171 Natural Bridge Rd,USA,Checked 40 minutes ago
-81.60551,29.644963,0,True,True,broken,FL,East Palatka,168 S Us Highway 17,USA,Checked 40 minutes ago
-90.293806,38.592967,0,True,True,broken,MO,St. Louis,4200 Hampton Ave,USA,Checked 39 minutes ago
-90.357734,38.686238,0,True,True,broken,MO,Overland,8960 Page Avenue,USA,Checked 40 minutes ago
-90.299551,38.496202,0,True,True,broken,MO,St. Louis,3282 Telegraph Rd,USA,Checked 39 minutes ago
-90.338371,38.591175,0,True,True,broken,MO,Webster Groves,4 S Old Orchard Rd,USA,Checked 39 minutes ago
-84.936573,31.375067,0,True,True,broken,GA,Blakely,12310 Columbia St,USA,Checked 40 minutes ago
-90.563393,38.791718,0,True,True,broken,MO,St. Peters,3883 Veterans Memorial Pky,USA,Checked 40 minutes ago
-90.388094,38.215272,0,True,True,broken,MO,Festus,515 S Truman,USA,Checked 40 minutes ago
-89.394863,36.061347,0,True,True,broken,TN,Dyersburg,2496 Lake Rd,USA,Checked 40 minutes ago
-90.58325,38.41267,0,True,True,broken,MO,Byrnes Mill,4699 Hwy W,USA,Checked 41 minutes ago
-90.700872,38.759045,0,True,True,broken,MO,O'Fallon,2915 Hwy K,USA,Checked 41 minutes ago
-88.56399,34.670124,0,True,True,broken,MS,Booneville,803 N 2nd St,USA,Checked 41 minutes ago
-84.553421,30.904309,0,True,True,broken,GA,Bainbridge,1501 East Shotwell Street,USA,Checked 41 minutes ago
-83.89055,30.471593,0,True,True,broken,FL,Lamont,5185 S Jefferson,USA,Checked 41 minutes ago
-91.3474,41.662413,0,True,True,broken,IA,West Branch,610 South Downey,USA,Checked 41 minutes ago
-90.511481,37.883235,0,True,True,broken,MO,Desloge,411 N State Street,USA,Checked 41 minutes ago
-81.324789,29.087261,0,True,True,broken,FL,Deland,1075 Williamsburg Pl,USA,Checked 42 minutes ago
-90.86511,38.80998,0,True,True,broken,MO,Wentzville,766 W Pearce,USA,Checked 41 minutes ago
-91.042214,38.829406,0,True,True,broken,MO,Wright City,647 W N Service Rd,USA,Checked 42 minutes ago
-84.262316,30.439388,0,True,True,broken,FL,Tallahassee,300 S Magnolia Dr,USA,Checked 42 minutes ago
-91.6104,42.031629,0,True,True,broken,IA,Marion,100 6th Avenue,USA,Checked 42 minutes ago
-91.139001,38.823141,0,True,True,broken,MO,Warrenton,1003 N Hwy 47,USA,Checked 42 minutes ago
-91.655877,42.035759,0,True,True,broken,IA,Cedar Rapids,5725 Dry Creek Ln Ne,USA,Checked 42 minutes ago
-89.644094,35.5773,0,True,True,broken,TN,Covington,887 Hwy 51 N,USA,Checked 42 minutes ago
-81.273652,28.81108,0,True,True,broken,FL,Sanford,112 French Ave,USA,Checked 42 minutes ago
-82.180692,29.186811,0,True,True,broken,FL,Ocala,3595 W Silver Springs Blvd,USA,Checked 42 minutes ago
-81.358649,28.786838,0,True,True,broken,FL,Lake Mary,2960 International Pkwy,USA,Checked 43 minutes ago
-90.411236,36.7556,0,True,True,broken,MO,Poplar Bluff,Ushy 67 & Cherry  W M #19,USA,Checked 43 minutes ago
-81.351102,28.756756,0,True,True,broken,FL,Lake Mary,4210 W Lake Mary Blvd,USA,Checked 43 minutes ago
-91.890635,42.452531,0,True,True,broken,IA,Independence,2339 Jamestown Ave,USA,Checked 43 minutes ago
-81.748163,28.784229,0,True,True,broken,FL,Tavares,1965 State Road 19,USA,Checked 43 minutes ago
-81.218233,28.56581,0,True,True,broken,FL,Orlando,11250 E Colonial Dr,USA,Checked 43 minutes ago
-90.01222,35.698541,0,True,True,broken,AR,Osceola,2720 W State Hwy 140,USA,Checked 43 minutes ago
-81.202638,28.546324,0,True,True,broken,FL,Orlando,12300 Lake Underhill Rd,USA,Checked 43 minutes ago
-89.018642,34.252622,0,True,True,broken,MS,Pontotoc,145 Hwy 15 Byp N,USA,Checked 43 minutes ago
-88.434176,33.517243,0,True,True,broken,MS,Columbus,1840 Hwy 45 N,USA,Checked 43 minutes ago
-81.415653,28.576735,0,True,True,broken,FL,Orlando,2503 N John Young Pkwy,USA,Checked 43 minutes ago
-89.793567,35.171897,0,True,True,broken,TN,Cordova,1705 N Germantown Pky,USA,Checked 43 minutes ago
-89.794706,35.143282,0,True,True,broken,TN,Cordova,674 N Germantown Pkwy,USA,Checked 43 minutes ago
-81.330358,28.481361,0,True,True,broken,FL,Orlando,5175 S Conway Rd,USA,Checked 43 minutes ago
-81.507462,28.551365,0,True,True,broken,FL,Ocoee,9010 W Colonial Dr,USA,Checked 43 minutes ago
-89.861745,35.205257,0,True,True,broken,TN,Bartlett,6048 Stage Rd,USA,Checked 43 minutes ago
-88.659553,33.605924,0,True,True,broken,MS,West Point,143 Highway 45 South,USA,Checked 43 minutes ago
-81.583083,28.550653,0,True,True,broken,FL,Winter Garden,13494 W Colonial Dr,USA,Checked 43 minutes ago
-89.796511,35.044608,0,True,True,broken,TN,Memphis,3805 Hacks Crossing Rd,USA,Checked 43 minutes ago
-81.459479,28.484031,0,True,True,broken,FL,Orlando,5400 Kirkman Rd,USA,Checked 43 minutes ago
-89.859168,35.09539,0,True,True,broken,TN,Memphis,1325 Ridgeway Road,USA,Checked 44 minutes ago
-82.387769,28.85404,0,True,True,broken,FL,Inverness,2801 East Gulf To Lake Hwy,USA,Checked 44 minutes ago
